microsample	total_before_filtering.total_reads	total_after_filtering.total_reads	total_low_quality_reads	total_adapter_trimmed_reads	total_before_filtering.total_bases	total_after_filtering.total_bases	total_adapter_trimmed_bases	percent_before_filtering.gc_content	percent_after_filtering.gc_content	percent_duplication.rate
M300675	69202904	65358186	1021992	6939149	10380435600	9720021622	263779711	0.51908	0.5085675000000001	0.16622009999999998
M300676	58185716	26304374	1242756	33057431	8727857400	3882217982	2199277248	0.6345415	0.4940455	0.27575150000000004
M300677	28518462	2041644	434390	26280970	4277769300	291264821	1827572523	0.7355400000000001	0.507495	0.24883285
M300678	92309034	60490234	1429554	34311957	13846355100	8964162242	2206780760	0.5983795000000001	0.5160294999999999	0.19445285
M300679	46436914	42146630	781530	6263743	6965537100	6263371788	298486383	0.5386405	0.5191840000000001	0.1314726
M300680	59197000	44482290	957466	17087584	8879550000	6596872281	1026265824	0.5769975	0.5178404999999999	0.15567215
M300681	2423634	1934862	49952	821063	363545100	280838752	40112948	0.6121435	0.5819675	0.296078
M300682	6681556	1448040	153888	5270611	1002233400	212023470	351769769	0.709176	0.5332525	0.352473
M300683	43111852	41866974	632094	4185244	6466777800	6204663414	104027057	0.508715	0.504218	0.20994655
M300684	46239638	44888600	722730	4799771	6935945700	6645669370	117856586	0.5163935	0.5124175	0.2207465
M300685	55912892	53525654	944194	11422999	8386933800	7816043557	300732773	0.5353135	0.52977	0.12448945
M300686	1708878	1617538	24916	385110	256331700	235740366	11237290	0.6016035	0.5970635	0.32849
M300687	47124410	45579866	786158	4003749	7068661500	6772632825	103666547	0.519999	0.515442	0.17458035
M300688	49889164	48275356	819804	4509074	7483374600	7168394603	114172827	0.51981	0.5153745000000001	0.19955685
M300689	39696258	38336704	650632	3617634	5954438700	5690666249	99688624	0.5170870000000001	0.5123260000000001	0.19967915
M300690	40614850	38945818	704974	3907813	6092227500	5775454387	117553466	0.506065	0.499373	0.2051733
M300691	75777878	73866784	931678	9446927	11366681700	10904307079	224893208	0.51537	0.5114905000000001	0.14730205
M300692	62707874	60320700	925634	8824046	9406181100	8886125842	246831775	0.5157165	0.5090135	0.221198
M300693	542854	445374	9656	234463	81428100	62976839	9846456	0.637772	0.6148994999999999	0.25825750000000003
M300694	16299960	15769812	282762	1772680	2444994000	2333442730	43896224	0.5176505	0.51352	0.1092195
M300695	64256154	61913690	1220152	6880731	9638423100	9163243248	180105928	0.5205685	0.5160155	0.2553855
M300696	39178952	38307238	502436	3782316	5876842800	5680319325	84771044	0.514885	0.512077	0.13179554999999998
M300697	25197460	24605800	305394	2843870	3779619000	3638141555	67692316	0.5151125	0.5118240000000001	0.19315845
M300698	113369844	108695180	2838432	14207941	17005476600	15915144972	485637684	0.4332275	0.425915	0.037138500000000005
M300699	181547320	174103538	4398872	29254077	27232098000	25294582865	983847250	0.432437	0.42475799999999997	0.03977285
M300700	150316378	143328690	4221346	21572534	22547456700	20928634295	719951560	0.45045650000000004	0.442794	0.03999255
M300701	152640832	145528044	4494368	20006947	22896124800	21314922063	652160058	0.46615150000000005	0.459951	0.0337127
M300702	299718	8946	9966	282347	44957700	1250724	19845757	0.7465525	0.5383215	0.23477052499999998
M300703	289410	8466	17024	268398	43411500	1174441	19040909	0.7450110000000001	0.5380944999999999	0.21079351999999998
M300704	16023182	3182898	1696134	11889655	2403477300	471045321	813481944	0.70324	0.5010401428571428	0.290978929
M300705	17662348	4124340	1777082	12709618	2649352200	606783463	857387524	0.7005088571428572	0.5176397142857143	0.2831031138571429
M300706	19058652	3827408	1666078	14289408	2858797800	566741075	956102151	0.7078180000000001	0.5097532857142857	0.33216188214285713
M300707	25189802	6072748	2507764	17853501	3778470300	899218930	1208340005	0.6969865714285715	0.5129247142857143	0.311263006
M300708	19894302	9737338	1344228	9851635	2984145300	1444641006	642731133	0.6378582857142857	0.508464	0.187313914
M300709	18131414	12010	2241228	16560537	2719712100	1576152	1144607284	0.7554985714285715	0.5321252857142857	0.393361119
M300710	24091356	17384	3176770	21907767	3613703400	2286427	1514333326	0.7567988571428571	0.56316	0.42512876085714285
M300711	17774952	9323242	1216918	8217701	2666242800	1383832184	535020370	0.6277227142857142	0.5062764285714285	0.18768273227142857
M300712	13371120	9542726	547944	4197106	2005668000	1413677255	250392917	0.5977735714285715	0.5213952857142857	0.11576864264285713
M300713	20102418	7080	2778498	18148268	3015362700	822223	1258178275	0.7613077142857143	0.6437257142857143	0.22761572242857142
M300714	21134334	8036002	1678236	12684752	3170150100	1185505296	832163788	0.6658037142857143	0.51512	0.24021548037142856
M300715	18951116	9243334	1163956	9705089	2842667400	1361869913	622205411	0.6458392857142857	0.5209021428571429	0.16176838787142858
M300716	19914488	4127876	1564006	14982198	2987173200	608267086	997886765	0.7071607142857143	0.5199974285714286	0.27193906157142855
M300717	13930828	5611560	1061454	8131577	2089624200	827808536	531492784	0.6656002857142858	0.5272811428571429	0.1963966634857143
M300718	17557926	14811194	532914	3538511	2633688900	2194456105	184486202	0.5702787142857143	0.5203954285714286	0.09899503924285714
M300719	24825972	21256	3213418	22530634	3723895800	2783636	1562124564	0.7569371428571429	0.5727321428571429	0.42599861485714285
M300720	18080698	489010	2068852	16158967	2712104700	71367633	1106648409	0.7502901428571429	0.530052	0.40349359528571427
M300721	20273764	12573474	1138440	7785997	3041064600	1864247067	489839931	0.6181922857142857	0.5226698571428572	0.1535738149857143
M300722	23645072	3388812	2648432	18754827	3546760800	500256851	1284937729	0.7215204285714286	0.5175434285714285	0.320532844
M300723	60	16	14	35	9000	2400	2505	0.6801587142857143	0.4747618571428571	0
M300724	17813582	6740658	1308972	10631703	2672037300	997925050	697101383	0.6723218571428572	0.5310017142857143	0.23701804494285716
M300725	14707212	911232	1666170	12636042	2206081800	132415154	870961220	0.7386991428571429	0.5412545714285715	0.28469604785714286
M300726	16106214	184970	2125324	14476495	2415932100	25118822	996380989	0.754172	0.5028045714285715	0.35915832757142857
M300727	17278612	9153410	1120994	8126101	2591791800	1353481692	519507576	0.6311472857142857	0.5137079999999999	0.19208805007142857
M300728	34764800	39422	3947968	31833596	5214720000	5361518	2177433077	0.7578368571428572	0.5746461428571429	0.46086048614285713
M300729	38097118	329964	4534744	34472818	5714567700	47732825	2377320757	0.7544161428571429	0.5222484285714286	0.4230627942857143
M300730	30391696	720458	3996984	27078550	4558754400	104595743	1879181645	0.7518565714285714	0.523601	0.34955643485714283
M300731	31634480	6967822	3472164	23035123	4745172000	1021043136	1562393667	0.7035812857142857	0.5263731428571429	0.32920079142857145
M300732	15530436	190516	1685384	13453734	2329565400	25719550	929358114	0.7532931428571429	0.5582221428571429	0.30930246657142857
M300733	28834124	1551280	3082272	25098646	4325118600	226501713	1712335290	0.743315	0.5272524285714286	0.42356102671428575
M300734	36948218	40004	4119230	33686822	5542232700	5247973	2304128109	0.757628	0.5633967142857143	0.42177091285714285
M300735	63583828	5031612	6887756	54168787	9537574200	728445565	3718200354	0.7352977142857143	0.5317821428571429	0.4237363722857143
M300736	30973352	9309670	3018156	20464878	4646002800	1372548298	1373851113	0.6848958571428572	0.5173031428571429	0.2396701794285714
M300737	25445734	375458	3040278	22973852	3816860100	54367982	1582877341	0.7528295714285714	0.5096105714285714	0.37013911514285713
M300738	35401942	9021226	3429124	25307346	5310291300	1313629917	1693665265	0.6990211428571429	0.5373215714285714	0.3100993542857143
M300739	59797686	27428	7320324	54235765	8969652900	2893242	3777728749	0.7511198571428571	0.5832727142857143	0.4184812667142857
M300740	24873786	179000	3010386	22526361	3731067900	25640435	1557835721	0.7519158571428571	0.5138921428571428	0.3970694242857143
M300741	16670480	6802488	1307482	9683989	2500572000	1000355472	631211460	0.6631394285714286	0.523406	0.1987970892
M300742	19391712	8552398	1386254	10684885	2908756800	1259733256	693802201	0.6540375714285714	0.5182212857142857	0.19501767168571427
M300743	34810024	7039646	3594822	26329575	5221503600	1021192800	1768995341	0.7082802857142857	0.5206818571428571	0.354934165
M300744	24819276	1756482	2635388	21324827	3722891400	257155615	1459981090	0.739006	0.5241322857142857	0.335769154
M300745	37946444	3272650	4671454	31844048	5691966600	477758247	2201063055	0.7326442857142857	0.5233467142857143	0.37946539385714284
M300746	30198210	8854	3627348	27565674	4529731500	1029291	1898541858	0.7542897142857143	0.564963	0.4007447497142857
M300747	35216960	9787084	3755070	23926054	5282544000	1435356290	1618266823	0.6927191428571429	0.5351101428571429	0.31366890985714285
M300748	47813730	4618030	5510930	39918298	7172059500	674280114	2726936788	0.7331524285714286	0.5156377142857143	0.380470602
M300749	33979592	58876	3895132	31052391	5096938800	8097887	2133944174	0.7574184285714286	0.6249557142857143	0.4223110955714286
M300750	42515480	6498154	4796614	33496256	6377322000	947787652	2288008602	0.7181958571428572	0.5166561428571429	0.3591899012857143
M300751	33272966	8305184	3244036	23489875	4990944900	1216465199	1575375817	0.697719	0.5219067142857142	0.25042820585714287
M300752	4583592	78044	627154	4059796	687538800	10756594	282911862	0.7513898571428571	0.5606077142857143	0.2501874629714286
M300753	21783290	7767908	1839952	13796201	3267493500	1137456917	896619588	0.6636615714285714	0.497749	0.22472345
M300754	23444132	9900	3317928	21122024	3516619800	1106797	1466349294	0.7610588571428571	0.6096254285714285	0.20507416985714286
M300755	27759756	6492506	2597050	20184105	4163963400	952977991	1349845669	0.6998508571428571	0.5183457142857143	0.3093700955714286
M300756	19192550	17785300	405666	3117687	2878882500	2622456520	112784156	0.5564502857142857	0.5258407142857143	0.08002695165714285
M300757	28509168	8757876	2631892	18606096	4276375200	1294498116	1248412701	0.6832535714285715	0.5207641428571429	0.2634615775714286
M300758	19807412	14664330	852978	5849363	2971111800	2169604240	334822955	0.599456	0.5320728571428571	0.13068423831428572
M300759	19249204	16868806	491022	3572916	2887380600	2495496542	162468388	0.5597822857142857	0.5145272857142857	0.1096191998
M300760	21348604	18904848	534638	3470471	3202290600	2801899568	163502702	0.5249255714285714	0.47685442857142857	0.08180697214142857
M300761	23205464	21053868	528846	3475824	3480819600	3120160896	147435076	0.5559427142857143	0.5201935714285715	0.07319684337142857
M300762	4317454	124010	643184	3823539	647618100	17479285	263333480	0.7567732857142857	0.55931	0.04418586111428571
M300763	25006014	23782154	438678	2419300	3750902100	3534838252	81956880	0.5565878571428572	0.5296917142857143	0.06531429999999999
M300764	21307922	19871968	398662	2329017	3196188300	2955257762	93535742	0.5590972857142857	0.5244182857142857	0.07356072672857143
M300765	28901236	57016	3806854	26032036	4335185400	7852386	1800770764	0.7569994285714285	0.5463858571428571	0.4052815607142857
M300766	19963652	19487694	266670	1792892	2994547800	2892098454	41217918	0.548658	0.5307861428571429	0.07964401428571428
M300767	19998684	19026202	361376	2272568	2999802600	2820810692	71460669	0.5418378571428571	0.5108032857142857	0.19532526157142857
M300768	19900918	8922280	1432288	11200880	2985137700	1303998428	708510389	0.6517381428571428	0.5172842857142858	0.1668836691857143
M300769	14538534	26660	1745060	13213255	2180780100	3499186	907165774	0.7557604285714286	0.5626948571428572	0.3159224471428571
M300770	1079406	557920	93824	568104	161910900	80648295	34691042	0.6596991428571428	0.5710457142857143	0.16398415557142856
M300771	35217072	3762658	4017524	28651966	5282560800	551977225	2000882998	0.7240854285714285	0.5159672857142857	0.30787782457142854
M300772	18893568	15048766	677702	4295362	2834035200	2234724498	243005362	0.5877377142857143	0.5327455714285715	0.11520941947142857
M300773	19721800	16640224	566472	4048952	2958270000	2465346291	205080784	0.5849792857142857	0.5375231428571429	0.1014076330857143
M300774	22922994	20924410	503528	3259272	3438449100	3104337491	137189743	0.5581958571428571	0.5214415714285714	0.08603634957285715
M300775	16826302	13597144	553824	4060546	2523945300	2011435475	213881225	0.5761348571428572	0.5198207142857143	0.09108484732857143
M300776	36180034	6422492	3873524	27929345	5427005100	935747042	1889231784	0.7129658571428571	0.5160098571428572	0.320719007
M300777	34290892	76414	4426754	31011511	5143633800	10462514	2145375616	0.7562541428571429	0.5521018571428572	0.38978752757142854
M300778	45134914	8575852	4323464	34821883	6770237100	1243536680	2331753596	0.7100294285714286	0.5166594285714285	0.32248358885714284
M300779	39655556	20276	5375492	35778825	5948333400	2387002	2488802982	0.7556278571428572	0.5748498571428571	0.4224607364285714
M300780	32035954	11994214	2749312	20004023	4805393100	1742876023	1298232524	0.665687	0.5157068571428571	0.2393917662857143
M300781	55151954	22754	6932334	50085324	8272793100	2733202	3470012371	0.7579668571428572	0.5751378571428571	0.45561769557142856
M300782	39855452	10216340	3465394	28877466	5978317800	1475553405	1910979626	0.6932307142857143	0.5139961428571428	0.31232169285714284
M300783	29071946	5310694	2970882	22483524	4360791900	766336870	1513714195	0.7090332857142857	0.5191132857142857	0.28455246100000003
M300784	50347740	4582276	6504730	42112296	7552161000	664962249	2911248068	0.7339111428571429	0.519275	0.33598658785714286
M300785	47497102	27596	5440992	43295550	7124565300	3303912	2995210931	0.7534152857142857	0.5759847142857143	0.40522636314285715
M300786	50684406	2677406	6030920	43981830	7602660900	387169744	3022146063	0.741656	0.5087835714285714	0.420135388
M300787	38202246	16950650	2809750	21904390	5730336900	2462489207	1389094579	0.6510831428571429	0.5133392857142858	0.21908294571428572
M300788	33511326	4350956	3411596	27288393	5026698900	629990930	1851047219	0.7237405714285714	0.5115564285714286	0.3225070057142857
M300789	43478834	24488	5295572	39499728	6521825100	3116053	2727492663	0.756673	0.5462178571428572	0.43211561814285715
M300790	40880976	41536	3917648	37766014	6132146400	5327973	2571121783	0.7563142857142857	0.5498267142857143	0.440504767
M300791	41962482	3554690	4782744	35391848	6294372300	514088469	2429613009	0.7330068571428571	0.5084502857142857	0.3975123424285714
M300792	33761158	15522968	2436090	19402903	5064173700	2243610652	1212692537	0.639533	0.49980671428571427	0.22098158557142858
M300793	37889704	205430	4822868	34305808	5683455600	28707798	2386733803	0.7543195714285714	0.5801294285714286	0.4252663782857143
M300794	45052674	17322724	3655524	28020456	6757901100	2514716195	1805561865	0.6614438571428571	0.5085531428571428	0.26731182014285715
M300795	55127454	72516	6820106	50065451	8269118100	9692170	3484905852	0.7536864285714285	0.54368	0.38951986114285714
M300796	6539488	105572	752730	5918912	980923200	15032358	404492471	0.7529705714285714	0.562262	0.2676870007428571
M300797	38076740	13684102	3387192	24055589	5711511000	1990248010	1569176633	0.6666334285714286	0.5048352857142857	0.2651572007142857
M300798	42306872	27309056	2226486	16520103	6346030800	4014109754	989903645	0.595735	0.4969807142857143	0.18740942957142856
M300799	52840468	82174	6401418	47756193	7926070200	10208152	3296969490	0.7565221428571428	0.5617285714285715	0.419649978
M300800	295602	290610	2076	56540	44340300	42266569	1397975	0.540033	0.537946	0.567858
M300801	16827366	16550028	148712	2418974	2524104900	2432327985	51168342	0.54687	0.545465	0.267515
M300802	40026	39048	304	3587	6003900	5777752	99929	0.537216	0.533798	0.551292
M300803	15244658	15070118	111640	1751628	2286698700	2226302318	34763677	0.532001	0.530891	0.330189
M300804	2666732	2608730	32164	143728	400009800	388682581	2893876	0.513963	0.510634	0.0886628
M300805	473940	464792	4102	81071	71091000	67769863	2069009	0.542887	0.540979	0.566283
M300806	14945338	14783428	100146	2089261	2241800700	2175358251	42833956	0.529707	0.528657	0.362502
M300807	13117706	12930710	111106	1774402	1967655900	1901939468	38491819	0.54132	0.540161	0.606199
M300808	8851282	8723520	66258	481925	1327692300	1299790721	9170977	0.521398	0.519373	0.128294
M300809	21378020	21040838	205136	1622039	3206703000	3125205156	31729696	0.530376	0.52853000000000006	0.22064
M300810	12684186	12502258	106604	938487	1902627900	1858305284	17337666	0.534401	0.532752	0.385467
M300811	16651596	16476086	112968	1498755	2497739400	2442163840	29612324	0.532142	0.530995	0.355733
M300812	49642	46218	554	25065	7446300	6188087	897167	0.572673	0.571569	0.477015
M300813	2769448	2723146	31110	684912	415417200	394906332	13992151	0.525174	0.524055	0.636675
M300814	14886520	14679570	123038	1922724	2232978000	2161412791	41380145	0.536262	0.534843	0.247443
M300815	12561032	12346570	123108	1243415	1884154800	1827417703	24949908	0.54187	0.539969	0.289252
M300816	19305004	19056618	153978	2572202	2895750600	2807147101	52462658	0.532449	0.531286	0.239849
M300817	1297542	1266126	9682	311626	194631300	182050656	8875199	0.498752	0.493876	0.612856
M300818	18514262	18295780	121652	1933357	2777139300	2707197283	37855195	0.535399	0.534093	0.35593
M300819	12152502	11862748	111130	1574438	1822875300	1744617857	36164619	0.530713	0.525604	0.306673
M300820	12141262	12003426	84902	1725920	1821189300	1765080800	36187559	0.544223	0.54339	0.342323
M300821	14822176	14640656	95236	2297960	2223326400	2147628361	49665557	0.544027	0.543022	0.633217
M300822	14800098	14637688	101806	1834066	2220014700	2159103859	37179221	0.544662	0.543874	0.372736
M300823	2691800	2622702	31442	357661	403770000	385295981	8595420	0.499727	0.495268	0.597357
M300824	11358542	11207068	86850	1445055	1703781300	1653192208	28176230	0.543983	0.542698	0.172215
M300825	10790296	10694034	67472	1140314	1618544400	1583974963	20282571	0.532018	0.531273	0.128599
M300826	331716	313282	4006	124932	49757400	43563286	4301692	0.513296	0.503068	0.51564
M300827	5120852	5033382	36736	746358	768127800	738089415	18604195	0.528754	0.526447	0.328786
M300828	9752822	9531896	102798	979111	1462923300	1408469168	22485522	0.539793	0.536531	0.188131
M300829	11682368	11510184	105086	1246861	1752355200	1700921459	26098386	0.540526	0.538976	0.265759
M300830	601702	587522	6440	104957	90255300	85439346	2923055	0.55535	0.553393	0.594434
M300831	14715688	14549952	105464	1916036	2207353200	2143098115	40077162	0.544106	0.543353	0.285295
M300832	871272	843640	11440	132275	130690800	123364851	3570327	0.477387	0.470921	0.533985
M300833	9078276	8943002	86648	730046	1361741400	1327794368	14384520	0.526373	0.524654	0.11991
M300834	11910012	11733684	104844	1147202	1786501800	1737354897	23041442	0.535977	0.534342	0.245052
M300835	12551438	12361552	102774	804829	1882715700	1839590208	14942134	0.528741	0.526724	0.234633
M300836	17943698	17743536	136960	1648806	2691554700	2633111262	28718357	0.537848	0.536825	0.260026
M300837	9492276	9386506	68286	354427	1423841400	1402436349	5696184	0.532809	0.531549	0.186254
M300838	45726	43214	568	12530	6858900	6213831	366128	0.486334	0.471302	0.590255
M300839	12464010	12209710	136818	1201479	1869601500	1805997795	27472107	0.519141	0.516453	0.549623
M300840	9443774	9305744	85200	976556	1416566100	1376424847	19986841	0.542289	0.540967	0.339054
M300841	676626	663694	5896	128803	101493900	96221530	3579594	0.542979	0.541545	0.612321
M300886	10335490	10208152	75576	1082492	1550323500	1510345186	21159611	0.538681	0.537409	0.223534
M301037	9145950	8989660	82760	938786	1371892500	1329404025	19442276	0.543812	0.541719	0.173068
M301038	30623512	30121182	277354	3110826	4593526800	4457837121	61492287	0.549736	0.548173	0.264797
M301039	13867498	13682020	109618	1563891	2080124700	2020737822	32160406	0.547119	0.546044	0.305132
M301040	725508	708650	6940	136079	108826200	102629449	4098058	0.576752	0.576385	0.608727
M301041	18516834	18351404	110712	2152357	2777525100	2709976358	43487365	0.538297	0.537608	0.268505
M301042	18026856	17812470	123466	1387747	2704028400	2646565123	25540749	0.518433	0.51677	0.515421
M301043	760088	745890	6358	176761	114013200	107380066	4786776	0.528367	0.526502	0.617689
M301044	11485756	11270146	106200	1123836	1722863400	1668223947	22477713	0.503238	0.499882	0.42116
M301045	16464278	16223044	137762	1284267	2469641700	2408378632	25460671	0.517908	0.51596	0.384928
M301046	17264318	16951848	164292	1577494	2589647700	2510622895	32638287	0.526583	0.524127	0.447978
M301047	1580388	1550762	14288	250092	237058200	226272882	6859603	0.556601	0.555648	0.644109
M301048	8612128	8444338	89156	881087	1291819200	1248350479	18631754	0.525863	0.523188	0.415317
M301049	14031948	13612162	151646	1282012	2104792200	2014883785	28994644	0.522626	0.517165	0.239068
M301050	14702428	14464654	131910	687992	2205364200	2156984514	13130974	0.521388	0.519127	0.279926
M301051	13791066	13518458	139574	1172837	2068659900	2003936396	25088737	0.520835	0.517874	0.296992
M301052	12502372	12252876	129532	617171	1875355800	1825977774	12327111	0.524871	0.521957	0.31662
M301053	315080	306448	2972	79559	47262000	43881223	2366128	0.528868	0.526538	0.523385
M301054	13405084	13091968	155252	1136617	2010762600	1940129149	24096836	0.52483	0.521295	0.264925
M301055	8263168	296874	191400	724426	1239475200	40896060	44458776	0.842939	0.578217	0.570609
M301056	497778	485832	4260	107759	74666700	69943266	3314285	0.531582	0.529177	0.581456
M301057	14061964	13771210	148200	1380476	2109294600	2035140531	31553566	0.527115	0.524206	0.452581
M301058	17056696	16764536	162812	1053851	2558504400	2494022634	21123818	0.504642	0.502049	0.302795
M301059	12807010	12593378	112530	843494	1921051500	1872152964	17300934	0.512652	0.510085	0.390116
M301060	12658670	12437114	126852	1072770	1898800500	1843672473	22263827	0.513185	0.510664	0.396543
M301061	56352	44274	928	27564	8452800	5905328	1261186	0.549488	0.496022	0.432425
M301062	869728	849162	10310	165757	130459200	123281024	4435069	0.575651	0.575266	0.577624
M301063	18698300	18495538	131916	1904145	2804745000	2736056717	38882893	0.511808	0.510512	0.300427
M301064	6433960	6323144	54626	700951	965094000	934367802	14387328	0.516355	0.51343	0.237162
M301065	15412268	15124692	147040	1489916	2311840200	2237711747	31299495	0.50117	0.497848	0.293755
M301066	8376994	8252620	71322	612405	1256549100	1226639443	11333592	0.503318	0.500908	0.105291
M301067	440104	430824	4160	120026	66015600	61492550	3323420	0.486478	0.482796	0.610019
M301068	14332112	14042392	145156	1441978	2149816800	2076932431	29732062	0.504928	0.501277	0.179082
M301069	13212062	13010420	93388	1593681	1981809300	1917236053	35886898	0.511066	0.508253	0.210801
M301070	13441368	13177452	137890	1436601	2016205200	1947315909	29797272	0.513158	0.510062	0.245106
M301071	481546	469048	4908	110390	72231900	67485625	3093571	0.520384	0.516622	0.584991
M301072	9423008	9328032	61410	843877	1413451200	1383132976	16272488	0.513621	0.512217	0.0890285
M301073	13978436	13677666	137500	2106297	2096765400	2004306223	48453712	0.509681	0.505369	0.385132
M301074	154814	142368	1912	50865	23222100	20066339	1508478	0.514299	0.489297	0.375044
M301075	13295852	13033148	130588	1170888	1994377800	1933332479	21714694	0.511918	0.508614	0.183275
M301076	9625334	9492068	75142	824279	1443800100	1410017854	13999936	0.516455	0.514557	0.0670208
M301077	11640602	11465440	83770	1369507	1746090300	1692489330	27638944	0.509183	0.506441	0.217975
M301078	292072	286106	2484	89475	43810800	40556089	2464739	0.507614	0.503958	0.567168
M301079	12575848	12355240	114882	1022036	1886377200	1832996274	20683619	0.505956	0.503171	0.112146
M301080	15243316	14966870	140980	1155937	2286497400	2222632491	22806176	0.503794	0.500686	0.110359
M301081	18150054	17887924	140402	1316025	2722508100	2657940424	25420194	0.505668	0.503303	0.183062
M301082	12426016	12270846	91362	1001467	1863902400	1820260365	20724723	0.497592	0.495573	0.396686
M301083	145164	128444	1720	88833	21774600	16533366	3617638	0.527051	0.510449	0.414524
M301084	12496592	12194052	146754	1107629	1874488800	1805483663	24120897	0.503631	0.499336	0.379834
M301085	17817294	17522372	168810	1435626	2672594100	2598957124	30199625	0.503688	0.501222	0.43946
M301086	2044878	1999494	18942	350878	306731700	291211058	9416627	0.515726	0.512731	0.601743
M301087	14652218	14404110	120714	1430710	2197832700	2129771863	32402456	0.499872	0.496998	0.47752
M301088	18440	17396	176	7247	2766000	2396576	260798	0.465941	0.452649	0.53167
M301089	14963378	14676500	138816	1161254	2244506700	2176993767	24980554	0.502468	0.498902	0.16336
M301090	3020236	2372370	34394	947073	453035400	347770459	47897486	0.582276	0.531804	0.545778
M301091	1882806	1058254	22076	930877	282420900	155226692	56955945	0.62766	0.52545	0.569797
M301092	25935006	23540900	212570	4465027	3890250900	3482160098	184707085	0.547395	0.525645	0.369995
M301093	23526258	22038694	212160	3246551	3528938700	3260151138	119820992	0.538706	0.525072	0.429681
M301094	24415912	23166316	224350	3444982	3662386800	3422010805	112603075	0.553774	0.544394	0.568097
M301095	19351222	17910034	148970	3114715	2902683300	2642938530	119821151	0.544872	0.527157	0.508148
M301096	703498	141706	2846	587011	105524700	20284366	38588667	0.716352	0.549426	0.449036
M301097	19488462	17783708	188276	3172211	2923269300	2627088539	130480959	0.551057	0.531849	0.46712
M301098	3181214	2724472	36394	790015	477182100	399126071	36206520	0.556662	0.524215	0.581492
M301099	26271718	25084074	281932	3012751	3940757700	3715533152	89971551	0.5471	0.538962	0.420138
M301100	4419166	2695322	59098	1927157	662874900	396758536	117327576	0.608755	0.514104	0.577108
M301101	28387512	9155046	225466	20013525	4258126800	1345150548	1277450945	0.696199	0.543502	0.665236
M301102	33159840	31041998	245642	4310660	4973976000	4605213111	163787571	0.53884	0.525087	0.323457
M301103	33167906	29785248	302534	6473316	4975185900	4386413850	270639670	0.548758	0.52723	0.376855
M301104	26165836	25263970	244392	2909765	3924875400	3740624904	80489440	0.531149	0.524865	0.297384
M301105	1941502	1614012	20878	523281	291225300	236584237	25181334	0.632625	0.609461	0.545453
M301106	3501552	241002	42004	3233260	525232800	34335389	212505735	0.753108	0.506044	0.625214
M301107	25019926	23226990	205702	3350713	3752988900	3443715841	132885310	0.54275	0.527477	0.307828
M301108	588604	9192	3674	573421	88290600	1240392	38712330	0.772837	0.473883	0.533401
M301109	23741204	20699148	203498	4331696	3561180600	3068266893	217790728	0.549291	0.519613	0.266319
M301110	19829154	18279648	179852	2901875	2974373100	2706495943	115251165	0.546673	0.528557	0.419548
M301111	25471646	24222056	246982	3781549	3820746900	3568496273	117510672	0.546372	0.537276	0.347805
M301112	19722182	17549780	173690	3701146	2958327300	2590915063	164090484	0.54969	0.523473	0.267739
M301113	11105356	9906500	117606	2077125	1665803400	1460559208	87645215	0.565496	0.54187	0.253685
M301114	2222978	2033332	22246	465927	333446700	297240361	17446015	0.533051	0.513457	0.601939
M301115	33925248	33058434	280984	3338271	5088787200	4900914443	80963275	0.537456	0.533243	0.313858
M301116	26333916	25491118	231408	2275301	3950087400	3783022026	64999451	0.531203	0.52518	0.291316
M301117	3161358	2847318	37218	528723	474203700	420681941	23030513	0.558067	0.536659	0.552997
M301118	22147196	19747784	198676	3380521	3322079400	2933671232	158211257	0.556917	0.531518	0.278689
M301119	23442376	22403326	190922	2576536	3516356400	3321693493	84489501	0.534712	0.525337	0.31393
M301120	880874	784826	9574	178655	132131100	115200968	7811989	0.507092	0.477247	0.572904
M301121	19154916	18218620	212486	2444532	2873237400	2692415408	73103341	0.543013	0.533515	0.304023
M301122	24380678	23651652	185238	3234469	3657101700	3490248874	82947630	0.532389	0.52642	0.246946
M301123	1488128	1073430	15882	538182	223219200	157430446	29298506	0.594857	0.528161	0.510996
M301124	23046826	22521398	177876	2423410	3457023900	3336186405	57562671	0.526112	0.522198	0.184272
M301125	68674990	64914356	625636	13069988	10301248500	9495655736	417320640	0.55377	0.543909	0.464714
M301126	17958320	17395142	182564	1818073	2693748000	2577200156	44955024	0.54569	0.540455	0.141917
M301127	507654	406878	5640	140147	76148100	59882296	7321972	0.565542	0.518893	0.420574
M301128	25184944	24569030	171060	2440728	3777741600	3642097223	60364309	0.531932	0.527283	0.243081
M301129	9254928	8224240	149600	1521324	1388239200	1216433765	68338157	0.531991	0.504599	0.401346
M301130	23165096	22405908	175994	2173965	3474764400	3330031337	61979545	0.526481	0.519729	0.173301
M301131	31504436	17038	2139646	27537217	4725665400	1735803	1833026127	0.781069	0.603866	0.627375
M301132	4046298	3515126	47772	1144879	606944700	513211178	46248388	0.553243	0.527278	0.576031
M301133	26403146	25333958	212340	2782859	3960471900	3760657683	85037865	0.534206	0.525885	0.348024
M301134	6469754	6112806	58284	948675	970463100	902094076	31848372	0.547246	0.536425	0.644922
M301135	798362	50602	23264	662384	119754300	6962095	43670159	0.753853	0.488074	0.547368
M301136	21594088	20647974	208662	2841935	3239113200	3051152487	83358039	0.549886	0.542002	0.259623
M301137	22259000	21536114	186310	3334445	3338850000	3167237162	88108723	0.547437	0.542024	0.313326
